#{"t_start": 1650012600.3294065, "env_id": "A1GymEnv-v1"}
r,l,t
13.030038,114,6742.803509
17.209133,134,6743.064612
12.729364,175,6743.423488
13.841637,103,6743.602473
8.245342,64,6743.741881
9.840189,91,6743.923521
10.599049,74,6744.053933
9.206888,68,6744.196994
12.807803,129,6744.452752
36.778375,215,6744.847877
12.867828,120,6745.075866
8.916076,133,6745.327515
8.590231,86,6745.498726
10.524999,74,6745.65048
9.44446,74,6745.775851
9.568727,75,6745.928019
9.009536,75,6746.057599
9.446708,93,6746.255588
10.333896,73,6746.408543
10.703366,72,6746.53615
6.261416,71,6746.685074
3.4575,61,6746.791024
8.794918,71,6746.942497
9.202006,70,6747.066787
14.917782,97,6747.261772
8.650723,125,6747.514594
11.957156,90,6747.698143
15.06798,132,6747.954092
25.063532,192,6748.327739
9.471259,89,6748.508016
9.601,74,6748.665799
3.299329,59,6748.770751
10.246255,64,6748.910539
9.676703,69,6749.031566
8.480797,70,6749.180354
13.640865,108,6749.372722
9.259079,69,6749.518486
9.527215,74,6749.67327
28.004293,148,6749.958072
8.432088,158,6750.275748
12.616153,114,6750.503259
10.133947,76,6750.639668
7.23132,56,6750.763023
14.398785,138,6751.032526
6.403232,69,6751.153197
4.007187,58,6751.278715
8.884024,80,6751.446891
8.772125,307,6752.030889
20.162438,150,6752.326217
11.354043,97,6752.52032
10.441442,113,6752.745292
4.293129,56,6752.841693
15.10193,128,6753.089568
21.733401,122,6753.322113
33.011997,173,6753.679091
8.528468,73,6753.804895
8.601301,71,6753.951676
6.661999,72,6754.087753
10.197004,71,6754.232818
14.248128,113,6754.452338
7.233676,58,6754.553042
11.807799,77,6754.708733
7.934539,63,6754.815675
8.881293,80,6754.976201
9.137544,74,6755.103306
9.188124,67,6755.244124
7.811598,77,6755.402199
10.969249,161,6755.711345
11.027693,122,6755.942025
14.532203,103,6756.158816
5.968967,75,6756.288412
5.933479,72,6756.43453
17.764737,198,6756.81487
26.661532,198,6757.213119
4.274771,68,6757.332833
3.997187,58,6757.460699
9.591299,71,6757.583474
5.616435,52,6757.701013
13.191119,130,6757.94984
8.603048,79,6758.102138
2.54011,127,6758.34746
9.533185,74,6758.50413
9.834012,150,6758.791921
5.562116,67,6758.935673
4.790954,62,6759.045839
4.855601,75,6759.206139
10.137228,74,6759.332177
-7.48733,150,6759.611816
6.819343,71,6759.765432
8.861236,62,6759.874218
6.588506,71,6760.032466
8.495086,76,6760.191031
7.805538,72,6760.316488
1.194527,39,6760.38428
13.570635,150,6760.699344
5.73352,90,6760.857895
6.805637,77,6761.015817
9.275069,80,6761.179246
8.537057,71,6761.305659
2.608082,70,6761.453394
12.263093,80,6761.594781
10.840442,77,6761.753722
17.410476,127,6762.013389
11.904731,105,6762.220999
9.795796,75,6762.352693
0.41095,47,6762.459287
5.41386,79,6762.599175
9.61308,79,6762.765498
16.457764,135,6763.028398
14.693214,109,6763.240255
7.400103,76,6763.376027
9.116747,72,6763.527045
6.948309,75,6763.687612
9.560679,74,6763.818985
11.976832,85,6764.003395
9.645898,73,6764.132286
7.934995,77,6764.291371
21.216474,142,6764.559689
10.545599,86,6764.734397
9.157368,77,6764.872151
10.0557,75,6765.031939
10.76668,73,6765.187675
36.594159,214,6765.589185
0.616903,19,6765.621867
9.207237,73,6765.775414
3.089084,40,6765.855965
18.690073,203,6766.262439
8.661889,70,6766.388227
7.412762,56,6766.510868
9.602788,72,6766.634459
9.543817,73,6766.790245
5.033892,77,6766.949479
9.786572,75,6767.077829
9.394632,73,6767.227618
7.614899,68,6767.351289
11.059603,75,6767.508248
10.121219,131,6767.77699
2.572164,63,6767.891353
13.854391,114,6768.12046
28.424017,236,6768.597594
5.889788,58,6768.72485
6.430351,80,6768.866806
21.308878,134,6769.121184
8.647185,78,6769.282335
19.708775,155,6769.579659
26.459055,186,6769.942956
8.532734,62,6770.07669
9.210163,70,6770.198038
4.929801,57,6770.32202
2.350877,48,6770.404793
6.093159,59,6770.534681
25.219852,126,6770.781373
8.625298,73,6770.908734
35.47083,209,6771.327435
12.624671,143,6771.618048
8.368038,70,6771.781374
12.372266,85,6771.933725
9.384119,112,6772.154753
7.595942,90,6772.338663
20.068814,119,6772.574144
8.518777,78,6772.713112
8.102645,59,6772.840401
2.652258,43,6772.916562
1.450561,134,6773.178346
1.958256,43,6773.276209
11.604538,74,6773.40143
5.20417,127,6773.650651
11.417082,110,6773.878016
12.701602,94,6774.06763
19.946165,203,6774.452203
8.646368,71,6774.604504
13.299307,158,6774.90934
11.777605,140,6775.180342
7.506406,117,6775.417194
17.266435,153,6775.727472
1.629317,70,6775.870914
7.666925,68,6775.986853
8.014685,66,6776.127149
1.578151,135,6776.392759
7.673411,148,6776.67316
9.286026,67,6776.80989
6.644769,103,6776.987478
12.276868,118,6777.214357
4.418628,76,6777.369431
7.68956,148,6777.664105
10.188263,84,6777.83372
34.027422,195,6778.198669
1.049754,39,6778.292849
20.287191,121,6778.538468
6.944028,60,6778.639664
10.090277,112,6778.856549
8.956584,79,6779.021024
13.570982,97,6779.196957
17.047938,106,6779.407041
11.414377,71,6779.556408
8.424474,76,6779.700275
4.673283,65,6779.840562
4.963351,61,6779.947524
6.657756,64,6780.084711
11.59053,91,6780.24395
7.803101,68,6780.388185
7.226631,73,6780.539199
13.168028,126,6780.791781
24.623931,135,6781.051676
8.132519,69,6781.166911
13.30005,132,6781.42314
13.286537,101,6781.635689
8.767063,72,6781.785214
10.981501,77,6781.918585
6.629667,75,6782.075199
11.1835,109,6782.291274
11.432211,78,6782.428265
26.348887,135,6782.685258
9.750155,88,6782.865631
8.588604,78,6783.027138
10.448693,71,6783.153605
10.06,68,6783.295785
7.997675,79,6783.435908
15.526949,119,6783.679132
7.129605,149,6783.957408
0.078495,24,6783.998426
3.328533,47,6784.102636
23.530348,210,6784.513481
17.991078,128,6784.760258
9.272681,72,6784.886595
8.025431,78,6785.046884
2.334746,66,6785.162607
49.201402,235,6785.640329
11.882599,118,6785.870712
2.138819,57,6785.967253
13.148761,123,6786.208939
10.794298,99,6786.401082
28.018634,284,6786.943916
8.021634,73,6787.096569
11.65851,122,6787.332025
7.150339,65,6787.457106
1.915455,47,6787.563073
21.957981,182,6787.900349
9.76857,80,6788.060038
10.194974,68,6788.1743
13.007983,93,6788.363244
22.091129,138,6788.631956
14.940339,122,6788.867205
7.206456,64,6789.004868
15.904459,171,6789.336947
6.712104,63,6789.446041
11.607816,112,6789.666902
10.064737,135,6789.92874
9.191842,71,6790.078298
7.889443,122,6790.317805
15.365541,119,6790.550561
8.257877,69,6790.673485
7.517381,90,6790.854153
26.721524,142,6791.122951
9.621917,68,6791.27878
5.902469,76,6791.414196
8.320929,76,6791.567819
18.468506,127,6791.813385
8.509636,70,6791.938307
9.563901,74,6792.096558
7.937122,59,6792.200001
24.85077,221,6792.635431
1.7267,44,6792.711258
5.044489,66,6792.852084
11.179549,99,6793.048197
14.894704,135,6793.314376
13.301607,114,6793.541245
4.442641,44,6793.617785
8.837024,69,6793.764728
7.700517,64,6793.875848
21.048672,140,6794.14578
8.507981,128,6794.389753
10.245624,103,6794.595672
24.021646,141,6794.874884
8.81985,70,6795.023488
16.01613,125,6795.27683
22.520745,163,6795.59239
4.554557,62,6795.717485
4.392679,74,6795.872701
16.937056,120,6796.106933
10.208492,69,6796.226488
10.946407,67,6796.37007
6.499715,142,6796.64552
31.893287,206,6797.049803
9.439882,129,6797.312158
9.432168,70,6797.438428
8.316079,72,6797.591322
24.313543,173,6797.909482
6.259182,70,6798.051924
6.066647,72,6798.176778
2.571246,43,6798.275995
9.632178,92,6798.435588
9.210252,72,6798.588778
38.678367,183,6798.936294
9.136162,110,6799.165347
10.748634,105,6799.374071
4.965385,63,6799.482538
9.793101,71,6799.630738
18.422861,110,6799.850643
9.386041,64,6799.966144
8.766612,76,6800.124928
0.776427,35,6800.185832
11.31201,85,6800.359696
8.75644,78,6800.520828
5.127967,76,6800.653628
4.51152,47,6800.758454
10.000065,68,6800.877492
15.082732,137,6801.149399
9.449132,73,6801.297336
10.805283,81,6801.438747
10.935412,96,6801.625471
7.812407,75,6801.782446
9.891874,107,6801.967618
9.266994,71,6802.11638
8.414125,73,6802.270763
11.802151,99,6802.444066
1.070184,41,6802.541601
13.630614,97,6802.713082
9.39842,69,6802.861159
11.562574,133,6803.132002
6.536308,58,6803.235632
10.163365,73,6803.382355
10.588923,101,6803.582749
20.029925,200,6803.959752
15.872683,97,6804.152561
6.343321,63,6804.285768
15.424224,113,6804.505385
6.477784,71,6804.633923
5.482992,85,6804.807565
27.449791,150,6805.098596
15.247498,147,6805.374895
26.735437,176,6805.710761
11.562698,80,6805.876849
14.758741,129,6806.126446
32.172867,154,6806.419896
6.398047,62,6806.554315
6.669072,56,6806.653162
3.665311,58,6806.781929
18.326891,166,6807.111666
9.458056,76,6807.270383
18.697631,158,6807.573186
7.137584,76,6807.703331
8.70095,66,6807.838559
10.309259,87,6808.013542
12.878905,145,6808.284916
5.338771,65,6808.395502
12.421056,88,6808.572956
6.647216,58,6808.673813
4.167664,51,6808.786388
11.089683,141,6809.065521
22.105911,207,6809.453308
15.321771,117,6809.684084
9.187458,66,6809.823791
7.282557,70,6809.945601
7.030199,63,6810.083841
6.679874,110,6810.301336
4.204951,64,6810.411788
17.097272,167,6810.755117
13.236724,123,6811.00992
6.091017,87,6811.160123
6.420351,63,6811.295196
18.33063,144,6811.569744
10.715684,139,6811.842114
2.795825,46,6811.922125
7.886005,64,6812.055179
8.809278,74,6812.182066
21.194303,127,6812.425573
14.544962,138,6812.688098
7.893717,63,6812.835186
9.82678,69,6812.952999
3.585493,61,6813.082762
8.64347,73,6813.231811
11.105846,81,6813.373239
7.769057,70,6813.518271
10.538776,150,6813.797648
16.842566,148,6814.080962
2.62576,56,6814.177967
22.673536,158,6814.508404
7.145718,158,6814.821655
6.520721,144,6815.099536
8.339968,66,6815.241429
20.660521,207,6815.628117
30.093748,135,6815.88411
30.109291,213,6816.304532
14.278952,104,6816.508179
8.435168,72,6816.64561
7.360999,68,6816.790313
17.4808,119,6817.029238
6.183485,71,6817.150854
6.706847,120,6817.380696
7.803126,81,6817.550152
5.285078,55,6817.643703
5.287289,59,6817.769639
12.292187,87,6817.919333
2.819657,42,6818.015932
15.524266,138,6818.276243
5.988074,65,6818.386889
11.551816,146,6818.701467
9.101202,66,6818.817258
9.258822,70,6818.965239
6.292826,62,6819.071596
10.803759,110,6819.28844
42.58097,238,6819.754012
7.239409,87,6819.90253
10.690869,81,6820.065038
12.181361,107,6820.274688
8.139995,63,6820.386468
22.688048,130,6820.652485
8.419142,75,6820.808791
0.538043,37,6820.874643
8.959794,77,6821.033246
8.62097,72,6821.156452
19.712806,150,6821.469531
25.821032,147,6821.754802
27.024874,192,6822.109896
4.981668,63,6822.240361
6.591455,100,6822.442951
13.24447,119,6822.673136
11.244297,75,6822.802077
11.778781,89,6822.978199
15.330952,122,6823.217124
7.209363,136,6823.481578
3.805244,51,6823.571121
7.033598,58,6823.695778
9.399232,74,6823.825558
4.283633,54,6823.943029
14.488425,129,6824.195668
8.082507,135,6824.465307
11.945725,102,6824.668947
11.119187,125,6824.881976
7.843028,70,6825.028769
2.459644,60,6825.161539
11.498505,109,6825.353962
12.012752,173,6825.703587
12.463904,79,6825.840075
18.493741,108,6826.052199
8.525385,66,6826.190525
10.604432,71,6826.321739
14.284443,107,6826.533115
8.655171,75,6826.687454
4.002298,48,6826.769135
9.651713,97,6826.961552
3.31054,85,6827.107944
10.842364,68,6827.253412
9.541268,74,6827.41233
8.612556,65,6827.527589
9.95131,67,6827.670699
18.37816,141,6827.944377
13.032409,96,6828.110885
14.941851,123,6828.356498
10.014678,70,6828.50636
8.092063,70,6828.651171
6.60004,72,6828.779038
5.55613,86,6828.952667
10.078821,71,6829.072469
8.877046,65,6829.205181
11.132902,90,6829.383949
13.431312,126,6829.607311
5.434498,123,6829.848304
8.075853,74,6830.006146
10.613935,115,6830.242385
12.355628,110,6830.455068
1.882617,44,6830.532399
13.952916,152,6830.826061
1.191141,47,6830.933585
9.93334,74,6831.05731
3.997958,122,6831.291989
8.021184,73,6831.44592
9.950926,74,6831.572916
2.959774,52,6831.68749
15.451894,130,6831.942108
10.751826,69,6832.065408
8.297699,63,6832.214835
6.985457,79,6832.353997
8.541504,73,6832.500347
0.609742,134,6832.755557
19.623386,144,6833.03815
1.655251,43,6833.1356
10.541584,91,6833.299564
13.901799,118,6833.531268
3.776432,49,6833.640589
10.637701,82,6833.782663
8.24963,81,6833.947716
11.602418,73,6834.072092
11.821681,108,6834.299442
1.904653,48,6834.408413
14.750901,115,6834.61356
10.180593,75,6834.76713
5.273999,66,6834.905146
9.645297,76,6835.039163
8.352277,73,6835.194104
14.38512,108,6835.412828
9.787685,95,6835.576941
7.749704,78,6835.734362
10.630443,176,6836.082013
7.270025,75,6836.244011
6.569071,62,6836.349666
7.490632,64,6836.486729
18.669058,117,6836.720315
6.896461,63,6836.831185
9.62655,71,6836.97971
6.441824,72,6837.104028
8.613412,70,6837.250728
8.876469,66,6837.363673
23.047859,130,6837.611822
8.717291,77,6837.769442
3.839611,46,6837.848754
8.757195,66,6837.985421
15.658595,123,6838.236846
11.622372,87,6838.409306
15.040691,116,6838.633646
18.138029,110,6838.831102
15.155766,93,6839.014976
9.594396,129,6839.264135
9.421963,77,6839.424486
10.623902,83,6839.56902
21.520138,142,6839.841017
9.602449,62,6839.985466
8.633294,77,6840.143891
14.993738,128,6840.397668
12.75343,138,6840.669158
27.352834,149,6840.951818
6.59291,93,6841.138393
8.575253,69,6841.261441
40.197942,255,6841.758247
11.040513,106,6841.980796
0.348413,77,6842.117992
23.901806,166,6842.464797
30.131615,210,6842.866275
5.603585,130,6843.124135
10.699898,79,6843.285964
12.913668,86,6843.460263
3.436075,48,6843.54607
13.56472,120,6843.783914
13.728963,121,6844.027515
5.287528,61,6844.130641
9.740755,70,6844.279577
9.175877,83,6844.449823
9.213264,93,6844.608155
10.627877,75,6844.760169
5.881456,125,6845.001217
7.876588,105,6845.211884
10.106958,71,6845.33497
4.8718,65,6845.474528
9.086704,73,6845.604333
26.711623,180,6845.992149
8.366368,76,6846.128258
16.44376,121,6846.358291
24.476504,135,6846.618337
4.866311,109,6846.836122
3.279027,62,6846.966462
9.596186,146,6847.24315
12.52429,109,6847.454298
7.839071,65,6847.56908
13.514917,131,6847.832946
9.737871,69,6847.980371
17.526215,120,6848.219931
9.465779,107,6848.432746
9.813412,118,6848.641945
8.836496,77,6848.803143
4.848521,122,6849.043156
7.972812,102,6849.244935
11.541052,113,6849.467935
22.942564,141,6849.735306
12.97796,134,6850.007278
10.240813,76,6850.138342
8.629461,76,6850.299015
19.968988,140,6850.573294
8.866823,67,6850.71698
10.680214,80,6850.858823
9.150444,78,6851.021091
10.127127,126,6851.266646
5.678444,60,6851.380036
4.070185,122,6851.621264
1.615499,122,6851.866032
2.053815,40,6851.957423
1.981299,52,6852.046263
9.611389,73,6852.194997
20.031437,145,6852.474484
36.564056,156,6852.770509
8.2729,61,6852.876441
9.009972,112,6853.100534
2.242931,48,6853.20795
21.895288,206,6853.588299
7.580464,78,6853.760628
15.418833,147,6854.045046
1.547525,57,6854.144567
23.154897,216,6854.572165
2.929019,69,6854.71711
10.984987,76,6854.848256
-11.006909,255,6855.353513
14.426618,104,6855.557733
3.656598,46,6855.64898
9.951024,71,6855.807803
1.41807,70,6855.952757
6.641991,74,6856.083362
10.848743,71,6856.23276
4.677272,70,6856.357242
9.104921,75,6856.513474
9.410108,79,6856.652134
5.289217,68,6856.794524
11.976024,181,6857.136645
3.436527,57,6857.261247
8.946967,77,6857.39536
8.419084,77,6857.558214
3.88289,54,6857.665732
8.930415,77,6857.83106
11.902469,88,6858.011575
16.034217,145,6858.292258
11.170147,89,6858.472488
10.800082,99,6858.646447
11.415591,98,6858.83912
10.144156,80,6859.008235
9.107185,75,6859.148212
0.761683,120,6859.390545
7.896889,135,6859.665916
31.22635,153,6859.963063
7.965619,77,6860.123224
10.29511,70,6860.271262
9.453879,67,6860.387176
7.318833,78,6860.550503
9.124556,75,6860.680207
9.660218,121,6860.911887
16.130077,190,6861.289998
10.373329,127,6861.538454
4.069381,60,6861.655248
18.356825,106,6861.85772
9.425914,71,6862.003565
10.080259,68,6862.118939
2.549367,53,6862.234305
11.443408,139,6862.505404
13.780841,114,6862.730639
15.54029,119,6862.938504
15.213948,111,6863.159725
9.959782,132,6863.417324
7.144819,69,6863.574197
14.505094,111,6863.801853
11.933061,72,6863.925481
10.985447,80,6864.085749
7.898119,73,6864.238052
16.917191,116,6864.441905
9.714001,70,6864.589128
11.16124,137,6864.855988
11.371637,117,6865.082558
8.860246,136,6865.346233
16.604264,107,6865.575835
12.346248,103,6865.802317
24.668099,172,6866.127803
6.133191,76,6866.283345
10.343821,93,6866.448827
10.056345,103,6866.653199
5.731188,51,6866.767508
6.858693,62,6866.878514
6.667599,71,6867.026853
12.91838,136,6867.292765
10.166883,79,6867.442491
8.503055,81,6867.607006
9.510841,72,6867.732776
17.742415,109,6867.944711
12.622101,128,6868.186926
10.660973,94,6868.377434
8.59951,70,6868.526742
19.868019,124,6868.763629
2.881754,54,6868.86112
10.23691,80,6869.027257
15.573005,130,6869.2824
13.676614,143,6869.562358
9.46206,177,6869.893548
8.117397,71,6870.043437
14.439982,130,6870.293604
22.64112,239,6870.761621
2.398507,51,6870.852027
9.942927,80,6871.018005
5.429147,69,6871.138844
14.53998,141,6871.423994
1.845548,133,6871.68508
15.435671,117,6871.915776
19.022777,118,6872.144741
8.06192,153,6872.439208
10.205302,72,6872.590394
4.45807,54,6872.685524
11.341144,85,6872.854483
17.757728,123,6873.089112
8.148698,143,6873.368659
12.48368,93,6873.55053
24.837907,150,6873.828803
15.712931,107,6874.039935
