#{"t_start": 1650012600.3294065, "env_id": "A1GymEnv-v1"}
r,l,t
11.639025,79,6544.379124
9.982981,176,6544.732066
9.744132,72,6544.85397
11.979061,110,6545.079081
2.941039,110,6545.294071
6.377622,71,6545.442796
2.885718,42,6545.518605
9.09479,73,6545.685971
8.057078,67,6545.802129
15.522555,132,6546.051183
25.55102,189,6546.438091
13.223572,127,6546.688624
8.634135,72,6546.814602
10.089958,69,6546.960315
7.37161,132,6547.227858
16.064278,114,6547.449754
10.403103,98,6547.622363
12.056212,142,6547.886493
13.0925,124,6548.127696
7.993617,88,6548.30309
6.316603,73,6548.452252
9.000961,129,6548.706276
8.644182,130,6548.958016
9.440018,73,6549.097406
9.394057,100,6549.295651
7.63926,111,6549.510797
10.18134,122,6549.74599
9.935789,139,6550.016495
8.479707,103,6550.217343
8.114128,73,6550.342623
13.340647,102,6550.548493
12.181522,130,6550.798538
10.970665,77,6550.966623
8.922229,67,6551.082638
8.890302,80,6551.241123
7.458782,63,6551.349729
7.758543,63,6551.486711
6.649461,63,6551.598939
9.892702,81,6551.766115
8.772221,71,6551.911811
9.988462,72,6552.036383
11.835086,121,6552.267551
2.043998,54,6552.359448
6.539542,72,6552.508999
9.641884,68,6552.652486
-4.865808,90,6552.813276
6.751457,76,6552.980674
10.237539,77,6553.120993
9.803936,124,6553.360382
12.417068,141,6553.65185
5.742371,72,6553.780941
14.258621,124,6554.02271
7.188874,65,6554.161746
4.487596,70,6554.287186
11.889821,69,6554.432679
15.165495,152,6554.72804
9.295269,72,6554.867327
5.472215,73,6555.019408
13.432132,141,6555.296813
8.750597,70,6555.445799
7.319076,63,6555.554718
9.215556,76,6555.719177
14.106782,105,6555.931989
15.791457,122,6556.163587
9.409933,73,6556.315998
3.437658,121,6556.545862
5.943932,62,6556.651493
9.258445,143,6556.957127
8.294344,71,6557.079965
9.514188,66,6557.219015
3.191022,69,6557.337986
16.881966,139,6557.609893
8.781396,74,6557.763353
9.111477,70,6557.883265
12.742338,130,6558.137754
17.767006,123,6558.370164
9.077923,76,6558.528731
9.679835,77,6558.689075
9.133037,106,6558.888019
9.700251,81,6559.05554
5.36628,49,6559.141287
6.826333,86,6559.318487
8.546884,73,6559.473904
8.599592,74,6559.604066
4.216277,69,6559.744966
7.456625,88,6559.895061
11.628338,106,6560.107844
14.674611,155,6560.432956
8.109,136,6560.693202
15.324023,110,6560.89268
9.095438,77,6561.051935
8.282269,72,6561.200018
12.027064,180,6561.542402
12.41113,123,6561.781147
8.792819,72,6561.927554
14.921746,147,6562.203626
50.296305,256,6562.721184
2.281269,50,6562.809842
9.647824,74,6562.963164
7.104104,77,6563.09979
11.017093,96,6563.296403
17.67925,167,6563.614102
8.359893,76,6563.773649
9.375639,67,6563.891348
11.480308,139,6564.189414
11.654664,94,6564.351167
9.455729,101,6564.551102
22.109759,148,6564.850122
12.543205,97,6565.049593
9.521213,69,6565.169033
7.162645,59,6565.296146
7.74428,157,6565.597749
16.044694,169,6565.947248
13.169146,137,6566.208876
11.439398,141,6566.489221
3.676967,66,6566.615388
-1.146771,173,6566.970789
8.246918,70,6567.096077
8.306901,73,6567.247762
11.547242,96,6567.419288
6.253377,56,6567.539044
7.456035,65,6567.650556
13.190979,99,6567.844209
12.543333,84,6568.016722
9.907989,75,6568.145145
4.516275,69,6568.289482
2.693668,67,6568.404505
15.55802,132,6568.669185
3.137807,66,6568.808694
3.121835,47,6568.890441
4.797288,77,6569.047167
14.029548,117,6569.273534
22.121052,164,6569.578793
6.581591,62,6569.711606
21.673015,144,6569.984659
5.735521,73,6570.109949
6.859688,72,6570.257323
9.485206,74,6570.385768
2.965359,46,6570.500916
13.106564,108,6570.713562
9.824976,72,6570.837407
1.674021,41,6570.932212
8.322931,78,6571.07805
8.844748,69,6571.229472
6.340584,62,6571.340795
14.77181,148,6571.625013
6.737751,65,6571.763381
13.378122,110,6571.975614
9.394246,143,6572.246207
15.356569,119,6572.492617
12.52286,113,6572.715027
8.582851,67,6572.833191
4.499736,66,6572.972186
7.522314,67,6573.088556
7.798287,86,6573.267343
10.476715,119,6573.501953
14.955836,134,6573.755707
7.370119,97,6573.944629
18.823155,183,6574.284109
10.557129,69,6574.438547
7.175159,66,6574.554279
4.962017,55,6574.673463
14.290271,136,6574.939342
4.29274,66,6575.050509
8.886509,197,6575.439605
15.493588,115,6575.662202
2.688174,41,6575.734969
5.209075,57,6575.835634
9.669099,69,6575.98075
8.339781,71,6576.102676
12.913193,79,6576.262648
2.403052,52,6576.360477
14.9322,157,6576.692025
18.222666,135,6576.955617
5.786865,71,6577.074868
7.241968,66,6577.209792
6.425674,78,6577.342355
11.589148,100,6577.541418
27.562495,132,6577.795088
6.663072,110,6578.009535
9.275914,75,6578.164431
11.682396,74,6578.30533
8.483114,80,6578.47105
8.932724,73,6578.601321
13.382602,97,6578.801466
1.813762,41,6578.875439
8.053604,80,6579.041089
8.557908,70,6579.188742
7.930081,80,6579.328617
7.769689,71,6579.47715
12.8917,90,6579.659763
8.594888,73,6579.780771
10.656604,113,6580.00456
6.391581,65,6580.144129
13.80294,139,6580.425517
7.31878,105,6580.611007
6.413308,68,6580.758708
25.96699,129,6581.015351
14.85454,124,6581.258427
8.523629,72,6581.383968
3.422365,46,6581.486327
26.081512,160,6581.783584
3.320086,56,6581.906339
8.434849,79,6582.04183
7.413621,69,6582.194944
8.40274,73,6582.325006
5.767732,59,6582.451371
10.127565,100,6582.629144
14.961992,112,6582.85566
27.028509,176,6583.218132
6.968519,64,6583.330816
10.360937,134,6583.596244
5.783865,102,6583.793287
5.895524,69,6583.937508
9.045665,72,6584.062211
14.305897,115,6584.300986
12.770087,115,6584.523684
8.115778,80,6584.687272
5.73467,73,6584.81707
7.336497,70,6584.964067
8.547272,108,6585.179763
10.403414,132,6585.433122
12.583238,129,6585.676182
12.372331,75,6585.806189
6.306351,78,6585.970406
1.968727,50,6586.056194
7.161492,80,6586.232768
12.48173,85,6586.382427
6.865314,76,6586.541784
6.846059,112,6586.765762
-0.24611,331,6587.421894
6.969083,75,6587.553483
9.076745,68,6587.698954
8.59221,96,6587.865863
11.182125,75,6588.019223
5.338529,61,6588.136395
4.772175,57,6588.261678
11.837299,72,6588.390697
13.376783,133,6588.678333
10.239135,66,6588.796285
24.461801,121,6589.035788
9.052243,70,6589.185513
8.902924,77,6589.322169
11.465828,114,6589.54581
11.960669,128,6589.786351
10.030327,139,6590.064191
9.807914,96,6590.256766
10.155068,106,6590.470566
9.805803,73,6590.597598
12.324372,119,6590.836452
8.701745,75,6590.992547
9.02549,74,6591.124435
14.724352,143,6591.396625
9.300019,65,6591.529025
16.709529,184,6591.867668
8.356499,61,6592.006592
11.472862,120,6592.240491
9.475708,127,6592.486056
9.083611,195,6592.849048
8.65797,72,6592.997838
12.594253,117,6593.235461
15.545329,142,6593.507363
10.381543,152,6593.799483
7.330941,73,6593.962163
10.318067,95,6594.127705
14.161905,101,6594.333119
8.655136,93,6594.519116
9.100559,70,6594.640891
4.02345,66,6594.778591
7.177086,59,6594.882226
10.361909,69,6595.027237
8.9987,77,6595.18492
10.78354,71,6595.306453
6.995949,67,6595.449199
9.558218,72,6595.578751
13.578471,111,6595.801827
11.678147,130,6596.072134
11.993168,74,6596.22806
9.352112,73,6596.354251
9.702401,130,6596.603331
10.112336,69,6596.748035
8.405551,71,6596.871174
9.986029,75,6597.02419
14.012315,126,6597.26735
5.766981,61,6597.371637
8.701297,76,6597.530856
5.452006,50,6597.619809
-0.050537,150,6597.940723
5.218238,65,6598.053111
8.009869,75,6598.209295
7.40286,95,6598.377459
7.090785,83,6598.545774
7.581947,73,6598.695608
-0.004494,33,6598.752574
9.243961,73,6598.879365
10.57323,112,6599.101027
11.174453,135,6599.360159
9.457954,79,6599.522299
2.71392,107,6599.737865
10.21516,72,6599.877286
6.94966,60,6600.004503
11.121961,79,6600.167983
10.056469,80,6600.315763
9.4716,75,6600.473624
14.884348,126,6600.720966
8.070765,77,6600.855255
0.80435,60,6600.985166
14.483333,117,6601.215954
9.321275,73,6601.344992
3.807449,48,6601.454093
11.473626,154,6601.770976
2.631301,50,6601.857946
16.408885,105,6602.064874
10.079257,71,6602.213696
18.356209,144,6602.485621
10.256077,75,6602.61691
9.510931,67,6602.757045
5.329364,102,6602.958831
1.058748,45,6603.0373
9.439711,65,6603.150204
7.830988,65,6603.288255
17.624774,131,6603.541055
3.79346,46,6603.620661
1.45908,34,6603.716265
11.648118,117,6603.947831
12.464103,132,6604.197304
4.281465,75,6604.325866
13.78763,146,6604.600974
8.88461,70,6604.748614
7.722058,79,6604.887732
6.035546,57,6605.013206
8.333512,122,6605.254862
5.301761,66,6605.371728
10.944893,156,6605.704228
6.213357,73,6605.828181
8.360678,74,6605.983799
12.490496,95,6606.172411
11.344296,93,6606.330228
52.211236,235,6606.790817
9.266104,81,6606.957405
8.719921,71,6607.080855
9.185192,75,6607.232036
-0.241377,41,6607.303898
13.80656,155,6607.608759
13.295707,97,6607.809066
17.100744,126,6608.057317
23.524148,128,6608.305596
0.686938,50,6608.415662
12.175961,111,6608.610095
8.582278,66,6608.748956
17.048537,127,6608.994265
23.014854,129,6609.235981
0.570722,68,6609.350575
8.236885,72,6609.498605
8.429078,73,6609.661904
10.525801,74,6609.790577
13.891082,116,6610.015224
16.807777,194,6610.400902
8.889261,75,6610.530108
10.427273,70,6610.673386
6.774674,88,6610.830318
9.226357,72,6610.980652
13.460199,113,6611.201866
9.578926,63,6611.312145
9.267025,90,6611.504509
15.332663,118,6611.737901
8.406292,77,6611.8968
6.636787,70,6612.01564
7.868816,69,6612.160136
8.293178,104,6612.33999
21.775959,132,6612.591692
9.049579,72,6612.74364
9.862194,67,6612.887085
2.407971,61,6612.989702
8.659255,156,6613.285268
11.118313,90,6613.476542
8.163808,63,6613.586179
9.294332,74,6613.740558
11.256,114,6613.965697
8.894371,72,6614.093
8.178786,65,6614.22943
7.504504,59,6614.331028
8.691315,74,6614.486592
9.645056,73,6614.638825
11.511838,114,6614.836305
8.726224,67,6614.979903
10.41092,148,6615.270102
10.375544,92,6615.470023
11.110936,80,6615.629215
9.735689,140,6615.907085
8.88916,67,6616.021511
10.835192,74,6616.174126
7.151067,111,6616.392889
11.394759,154,6616.684687
5.00823,72,6616.809924
11.791034,141,6617.076927
12.834867,101,6617.277255
6.84175,85,6617.468689
2.525098,53,6617.560809
3.831221,48,6617.667292
16.853001,145,6617.938948
9.246438,67,6618.052105
2.55571,97,6618.24123
2.264668,96,6618.436234
6.039029,106,6618.64502
11.435766,101,6618.82697
8.155794,105,6619.03335
14.696804,142,6619.318289
5.360738,56,6619.435152
13.899786,104,6619.639954
16.91272,136,6619.906632
10.788963,73,6620.033094
11.91235,81,6620.194669
8.421229,75,6620.322776
28.414937,147,6620.631996
8.49369,63,6620.741665
2.193077,52,6620.859828
15.211288,128,6621.109656
13.060298,98,6621.29104
7.91351,146,6621.572247
9.135999,108,6621.787533
11.918774,105,6621.996405
6.962191,74,6622.14969
1.97256,43,6622.226818
9.774881,99,6622.426333
8.033384,71,6622.550447
5.585413,78,6622.709845
9.356444,75,6622.862343
6.954403,74,6622.995472
2.895266,57,6623.124226
9.551173,73,6623.262783
11.548694,99,6623.462854
18.070796,124,6623.700559
9.128479,77,6623.830997
11.077373,134,6624.117163
5.697835,69,6624.240463
10.31892,213,6624.660932
3.409513,55,6624.757591
9.951131,89,6624.937171
0.581289,25,6624.982345
11.494332,82,6625.16091
11.090477,123,6625.398295
9.543555,72,6625.520962
8.963391,71,6625.672921
21.988336,137,6625.934352
18.398433,136,6626.194345
8.256604,73,6626.318441
6.61248,54,6626.440363
9.314112,109,6626.657683
5.106295,88,6626.815009
13.48063,94,6627.008137
12.197951,101,6627.224732
15.385243,142,6627.496707
9.036713,114,6627.721483
16.415731,145,6628.000633
10.721712,96,6628.193604
9.05346,77,6628.329122
9.11436,78,6628.485793
7.650566,83,6628.6535
11.848041,136,6628.914229
8.382811,71,6629.047102
12.369791,152,6629.36136
9.373906,92,6629.518269
11.381848,98,6629.715762
11.761619,106,6629.927226
0.196932,86,6630.076705
8.506123,64,6630.217129
12.963181,92,6630.401553
12.22982,143,6630.676217
12.337672,111,6630.895282
20.816714,117,6631.13333
8.863084,76,6631.269371
7.650745,61,6631.398748
8.974736,75,6631.53187
5.858078,63,6631.667001
14.859494,145,6631.94801
12.869786,99,6632.145975
7.072859,76,6632.275768
9.547348,74,6632.423876
9.086181,140,6632.684764
16.051938,115,6632.918038
2.957518,57,6633.01613
9.64934,72,6633.167172
6.44713,73,6633.293838
3.319776,64,6633.430998
6.130608,75,6633.562957
10.553823,94,6633.754141
7.624829,69,6633.898573
7.748264,60,6634.00153
3.125306,61,6634.131146
3.503575,130,6634.388555
8.492402,85,6634.536441
5.619654,54,6634.656536
8.534047,74,6634.789211
8.96102,73,6634.953031
10.826233,108,6635.170211
0.69606,55,6635.267552
5.007495,70,6635.41336
11.492831,82,6635.554008
12.554393,108,6635.773421
9.139765,72,6635.924053
0.469885,51,6636.012468
12.526824,115,6636.236013
9.530492,76,6636.394299
12.237734,92,6636.554989
8.122563,67,6636.69669
16.586871,116,6636.940311
13.267925,143,6637.225091
17.864529,164,6637.543625
10.443311,108,6637.760334
6.270283,76,6637.921025
3.36657,51,6638.011384
13.659552,113,6638.237236
9.931244,73,6638.391956
1.709866,43,6638.469266
11.852032,87,6638.650284
9.296916,74,6638.780498
8.048366,59,6638.916719
8.448008,71,6639.040935
5.580966,83,6639.213355
8.546536,73,6639.343626
11.952767,105,6639.554526
9.480153,74,6639.708084
2.705627,47,6639.791721
5.969543,77,6639.951883
2.971714,81,6640.090776
11.420075,117,6640.321393
14.742418,116,6640.548389
1.632479,53,6640.668153
11.063544,111,6640.876483
7.318913,70,6641.022315
7.383586,67,6641.162265
12.622722,102,6641.339126
8.290813,79,6641.504386
25.186821,191,6641.85868
33.563,194,6642.254112
13.825838,119,6642.488113
9.455376,89,6642.671007
4.462771,61,6642.790195
4.782299,69,6642.933842
8.010659,81,6643.073808
25.141376,129,6643.323037
8.295043,70,6643.469504
5.636503,127,6643.718004
6.839689,86,6643.870937
13.505156,117,6644.09528
5.641698,66,6644.235951
10.157217,135,6644.502143
8.561505,71,6644.648549
10.034232,112,6644.850967
1.174337,174,6645.197525
11.738273,97,6645.36349
6.177537,59,6645.493345
9.387085,102,6645.705201
14.908636,122,6645.943377
-0.484426,23,6645.983363
18.692135,141,6646.253508
8.661068,74,6646.407614
8.792985,69,6646.530632
8.373093,85,6646.71888
13.749315,99,6646.917022
5.62603,69,6647.037587
9.6185,78,6647.203327
-0.054045,59,6647.304348
8.747541,71,6647.449208
18.040669,207,6647.833461
14.34057,131,6648.10502
9.568346,120,6648.337511
15.507357,106,6648.543061
10.498724,159,6648.852918
2.023447,53,6648.970917
8.647549,73,6649.096326
14.467945,146,6649.374735
8.966661,72,6649.524706
6.019256,73,6649.67346
8.694213,74,6649.801428
-0.36269,91,6649.982581
2.890204,66,6650.09461
7.967971,64,6650.226671
8.266989,68,6650.341288
11.663086,100,6650.549891
10.262219,135,6650.814992
13.493877,87,6650.992988
15.251547,101,6651.19498
12.362384,106,6651.401991
7.280215,67,6651.51907
10.191489,112,6651.73624
9.089655,73,6651.884614
7.823406,76,6652.017859
14.905639,135,6652.284626
-13.14515,233,6652.756662
8.619826,71,6652.904623
15.34044,109,6653.097667
10.790747,112,6653.319833
8.766081,71,6653.466334
13.527956,132,6653.721953
9.084991,79,6653.881048
30.328366,259,6654.389074
12.874593,99,6654.570516
10.751305,114,6654.798462
9.364027,69,6654.946641
8.282041,79,6655.0842
3.511784,62,6655.213622
6.656045,126,6655.457336
13.736352,124,6655.699783
7.716813,72,6655.825464
24.718575,146,6656.102046
1.218055,49,6656.20974
10.382087,117,6656.447355
15.674992,122,6656.681043
5.930382,144,6656.955241
28.736247,139,6657.221169
8.677791,88,6657.404247
13.390132,105,6657.583367
0.551447,86,6657.760319
4.766984,59,6657.888099
14.413486,149,6658.173749
11.468279,125,6658.430906
9.298029,73,6658.560899
9.1208,95,6658.753394
3.870316,54,6658.849815
8.806392,68,6658.99295
9.556367,110,6659.21482
6.284997,65,6659.341888
6.671137,73,6659.50049
17.514598,126,6659.745263
7.48276,78,6659.904838
7.559074,66,6660.023701
9.332718,78,6660.186817
7.182083,65,6660.314052
20.175546,184,6660.686698
24.065962,137,6660.948302
3.224746,41,6661.020556
3.030736,67,6661.161987
11.516092,197,6661.530199
3.012821,59,6661.653694
16.111276,115,6661.857561
7.724332,65,6661.99696
9.52846,76,6662.154017
8.488393,84,6662.317517
10.762458,70,6662.463611
8.830423,99,6662.637094
12.798497,121,6662.881329
12.701182,101,6663.083715
23.297442,147,6663.366929
9.892495,131,6663.627059
18.315374,158,6663.950648
8.876268,74,6664.077618
10.404799,76,6664.246479
9.585034,107,6664.456305
7.314297,74,6664.583459
10.449485,82,6664.747962
8.345457,120,6664.973647
18.719369,158,6665.268662
17.042404,167,6665.580842
4.229154,111,6665.801547
22.600303,141,6666.070499
2.09754,51,6666.193392
12.88906,112,6666.411486
13.649355,169,6666.733554
8.558235,72,6666.859606
9.868109,70,6667.005677
1.31033,44,6667.084773
7.830915,112,6667.310269
16.955939,125,6667.553052
18.283755,142,6667.833098
8.379,76,6667.988539
6.332184,84,6668.165484
8.541511,69,6668.280623
8.871112,75,6668.43305
12.790994,102,6668.606399
10.07968,95,6668.792533
9.671064,70,6668.934366
15.949438,123,6669.170995
8.387555,76,6669.304992
3.377096,63,6669.440609
10.871085,79,6669.58153
2.354282,48,6669.688937
12.627251,105,6669.894138
12.166658,125,6670.148556
7.647699,64,6670.25741
24.442805,143,6670.530386
0.227854,45,6670.636551
10.404871,97,6670.804075
10.169605,90,6670.99342
13.074548,82,6671.163126
23.484685,125,6671.406374
7.672072,96,6671.577119
9.681021,75,6671.735648
14.982819,122,6671.970814
10.429516,78,6672.140296
6.994147,77,6672.27284
8.522463,69,6672.415338
17.48829,151,6672.701615
10.232703,135,6672.959691
9.389044,119,6673.191452
4.192378,76,6673.324289
8.146839,79,6673.483115
10.339158,89,6673.66275
2.713273,71,6673.786071
-1.297226,85,6673.969438
9.77253,70,6674.114141
11.030508,74,6674.240156
6.126165,75,6674.39375
4.789813,59,6674.496064
11.972437,92,6674.685879
12.061949,77,6674.816847
16.34355,127,6675.064169
37.399727,171,6675.415814
7.596001,74,6675.549253
14.76559,137,6675.812501
8.784515,166,6676.157542
14.957021,158,6676.465633
11.024877,70,6676.618412
9.131287,67,6676.733069
6.781246,55,6676.826454
8.35729,64,6676.958035
8.350839,86,6677.131063
8.30856,71,6677.256672
8.228474,69,6677.403404
25.593781,181,6677.740973
1.849272,44,6677.850691
13.042163,120,6678.065742
3.688185,58,6678.193703
6.685434,76,6678.329984
9.398206,67,6678.467972
18.551509,117,6678.695855
19.153143,144,6678.977933
3.382031,114,6679.204785
6.628916,67,6679.321659
8.746471,74,6679.473864
6.451201,68,6679.617164
15.330896,132,6679.883247
22.346014,144,6680.158654
8.985555,68,6680.276583
20.122098,131,6680.532994
7.954111,90,6680.711942
10.413104,114,6680.929764
9.646243,83,6681.09503
8.86476,70,6681.210858
8.255084,60,6681.33413
-0.530278,41,6681.405983
9.037519,140,6681.675368
6.454823,62,6681.792988
7.167125,79,6681.958083
24.585931,181,6682.305337
10.001672,65,6682.440277
5.287024,64,6682.549626
6.03555,76,6682.706897
11.267605,133,6682.961824
10.90133,126,6683.203323
18.342082,109,6683.419598
11.999786,90,6683.602987
2.745335,113,6683.834194
7.986237,86,6683.982428
17.803606,222,6684.417259
8.862712,66,6684.531126
9.447859,74,6684.685563
9.489171,72,6684.839861
8.592508,72,6684.967288
7.197351,74,6685.123588
6.380423,58,6685.225478
9.871748,93,6685.412718
21.579917,204,6685.829474
9.4433,74,6685.957629
9.910071,96,6686.150542
14.935533,141,6686.423023
8.7163,68,6686.54127
7.849476,72,6686.690436
10.877565,67,6686.82969
9.464473,70,6686.953811
23.777877,145,6687.233345
8.96823,69,6687.379263
6.676033,57,6687.47873
11.662745,81,6687.660215
14.316531,114,6687.885214
16.349398,120,6688.116438
10.599377,83,6688.264489
13.135843,87,6688.441978
21.615199,137,6688.700282
10.487903,82,6688.86778
15.800278,127,6689.114614
11.329509,101,6689.316745
10.749226,83,6689.467522
10.353576,132,6689.739839
0.447541,18,6689.771933
9.151404,306,6690.392064
8.253716,68,6690.514714
0.59635,50,6690.626378
9.568305,71,6690.75009
5.870632,66,6690.887032
10.323192,69,6691.006525
10.783021,68,6691.146321
7.330576,61,6691.250947
55.481636,357,6691.956167
8.616575,76,6692.115839
12.220448,109,6692.308634
9.98055,139,6692.605901
9.551666,73,6692.736908
11.347507,84,6692.91146
7.739791,72,6693.035704
9.447562,73,6693.183668
7.253031,60,6693.285945
10.382515,70,6693.449559
16.813664,125,6693.693736
18.007021,136,6693.953616
9.016794,68,6694.095688
3.199743,75,6694.22595
8.175312,71,6694.376093
3.532212,44,6694.453009
10.306417,75,6694.609485
8.708578,75,6694.749672
24.857883,128,6695.001132
17.528892,115,6695.23525
18.830773,135,6695.519088
8.327963,104,6695.721951
8.066123,73,6695.872165
15.675024,152,6696.169173
27.206728,141,6696.43464
5.064083,106,6696.639575
6.129508,64,6696.752171
9.537473,66,6696.891753
12.31356,81,6697.034802
4.218375,65,6697.172833
18.15982,124,6697.426817
5.022843,61,6697.532742
26.643499,135,6697.789384
4.051244,107,6697.998681
12.111965,97,6698.188895
6.793677,62,6698.295576
17.252146,117,6698.528234
15.455293,109,6698.748954
5.574886,83,6698.92028
7.632914,64,6699.035448
11.188327,81,6699.204303
5.93844,69,6699.338641
3.557023,153,6699.658354
9.427576,94,6699.819616
21.191256,128,6700.065559
5.38158,51,6700.174247
18.492835,130,6700.423921
7.26711,70,6700.543739
19.216414,150,6700.858191
7.853112,66,6700.972945
8.98719,71,6701.116561
13.793887,129,6701.376087
6.711159,55,6701.469723
16.56672,102,6701.673822
10.006848,78,6701.810311
6.747342,61,6701.942907
9.194072,75,6702.072842
10.731495,85,6702.251322
9.718946,77,6702.411542
5.164504,59,6702.511839
8.558886,69,6702.656488
4.994711,74,6702.784041
18.359176,165,6703.127624
2.544431,44,6703.204337
3.131485,59,6703.318346
9.930527,100,6703.519998
4.927276,67,6703.659991
13.126058,108,6703.87539
12.502264,97,6704.049152
9.70519,115,6704.272718
7.387147,73,6704.423974
8.886115,67,6704.537518
6.559735,53,6704.652174
7.454611,74,6704.778302
7.481125,67,6704.917566
20.493963,156,6705.223874
6.191026,69,6705.367887
24.365814,161,6705.673261
8.109813,77,6705.805844
6.685329,64,6705.939464
9.852462,100,6706.133249
16.298773,115,6706.354024
18.047287,132,6706.611204
8.062265,77,6706.744308
6.783763,69,6706.889018
11.52468,98,6707.090768
8.598807,76,6707.238925
8.964357,72,6707.392156
28.406409,239,6707.865959
2.849162,46,6707.94323
28.749819,188,6708.293588
24.511736,142,6708.596959
23.475592,121,6708.805205
10.220396,183,6709.184271
8.598374,65,6709.295062
18.743035,117,6709.529076
4.328835,68,6709.686468
0.311544,92,6709.872514
6.609947,67,6709.995496
8.270714,69,6710.143545
28.668504,208,6710.536148
8.178917,72,6710.68591
5.177451,68,6710.805885
11.40522,121,6711.052312
19.851155,115,6711.282211
8.872133,72,6711.431412
9.65756,73,6711.556586
17.733653,132,6711.810924
7.703399,88,6711.98927
9.850084,128,6712.23477
4.877284,81,6712.397358
5.371554,60,6712.501566
4.244844,79,6712.664445
8.721409,77,6712.798813
30.200279,129,6713.058713
8.054013,86,6713.234231
3.93843,53,6713.327305
6.774571,67,6713.470654
9.225741,93,6713.6599
9.792481,69,6713.776842
6.065306,62,6713.904486
4.40801,71,6714.024001
8.002575,75,6714.17595
6.484308,70,6714.295847
11.79569,79,6714.460928
9.585313,72,6714.611921
12.803461,95,6714.779317
11.992508,86,6714.966746
7.308761,74,6715.123028
12.000209,83,6715.26901
5.899904,69,6715.416079
20.366549,154,6715.704999
10.624339,74,6715.857227
10.764091,79,6715.992599
11.355307,101,6716.192109
8.623772,64,6716.300997
3.212512,49,6716.411459
17.207238,110,6716.624511
8.988597,69,6716.743073
6.22227,111,6716.973887
13.094195,129,6717.226471
3.588638,52,6717.341218
10.920846,80,6717.478982
6.51756,70,6717.626447
8.892593,69,6717.747881
8.962703,73,6717.899003
0.652394,91,6718.080847
13.546422,96,6718.251122
11.339529,141,6718.5244
8.852659,73,6718.675427
22.050289,125,6718.932346
10.418895,97,6719.128099
2.508974,48,6719.214442
6.789144,70,6719.363259
7.382027,58,6719.466959
9.482728,101,6719.669652
13.428502,94,6719.860585
17.425957,144,6720.136543
13.622785,98,6720.303936
7.389294,69,6720.449688
9.072929,128,6720.699072
14.163413,106,6720.921646
8.392562,73,6721.050751
10.347523,76,6721.206059
11.660526,135,6721.467798
7.926694,107,6721.67716
16.515947,164,6721.995748
22.849338,136,6722.260346
12.452344,89,6722.441771
8.431824,68,6722.562149
17.867377,122,6722.810935
11.161495,84,6722.982895
10.521035,71,6723.132076
9.768376,71,6723.2565
15.314021,202,6723.663106
6.373791,83,6723.80988
22.341362,162,6724.132432
9.3114,68,6724.255995
12.139091,94,6724.459053
26.182109,137,6724.742609
8.976675,71,6724.890947
8.990921,63,6725.000767
15.80804,104,6725.214339
8.691355,92,6725.402404
5.960305,79,6725.540182
3.161062,46,6725.645886
7.970051,77,6725.779696
6.50635,63,6725.913043
6.919475,78,6726.04867
8.336668,68,6726.190925
6.549908,63,6726.302606
18.128769,135,6726.568471
8.400746,127,6726.834275
14.74792,102,6727.036479
9.636922,70,6727.179222
10.222542,90,6727.335348
10.133398,78,6727.493915
13.246187,140,6727.758982
7.714483,73,6727.913315
3.810922,68,6728.029647
5.374887,74,6728.182989
19.80008,145,6728.458102
2.444269,45,6728.534629
14.323493,122,6728.783335
7.92625,71,6728.931674
6.350035,87,6729.084272
7.664404,81,6729.252744
24.670463,157,6729.551419
14.296823,116,6729.77585
10.656145,84,6729.947116
8.637972,76,6730.074132
6.127945,63,6730.209376
14.654364,103,6730.41284
1.646477,128,6730.670843
9.32721,75,6730.80226
8.142359,69,6730.94851
8.508609,75,6731.080135
9.602301,72,6731.229736
8.375648,71,6731.378862
18.875669,109,6731.574395
10.57394,99,6731.773445
11.746992,128,6732.027372
11.977743,73,6732.179738
4.938836,64,6732.288621
11.306631,93,6732.473475
-0.003374,136,6732.750413
10.481879,72,6732.901063
9.320576,65,6733.016668
24.114394,190,6733.402513
16.996641,120,6733.636375
6.469589,64,6733.746045
30.149445,154,6734.046101
11.66753,116,6734.271138
4.829271,74,6734.424421
8.854273,75,6734.571084
8.111762,128,6734.825457
7.997265,70,6734.974408
15.836023,132,6735.228948
12.16805,104,6735.436026
9.087137,77,6735.569556
4.274526,67,6735.712529
15.794893,112,6735.92959
19.14869,139,6736.197203
9.248465,74,6736.324361
-0.778246,50,6736.434809
13.985886,158,6736.75211
14.555727,95,6736.941599
8.24933,79,6737.082403
10.336031,100,6737.287194
14.559952,123,6737.531055
8.748278,70,6737.683391
9.478927,78,6737.818233
10.253749,79,6737.980737
10.293859,93,6738.162862
9.434276,81,6738.306693
24.201799,146,6738.596126
8.294529,128,6738.847127
2.600239,55,6738.970962
14.747541,100,6739.183257
10.832498,83,6739.329808
11.991026,94,6739.520864
6.710885,73,6739.669965
10.243145,68,6739.787045
3.736394,66,6739.926391
12.605382,76,6740.057144
0.432905,49,6740.171501
5.594287,81,6740.314537
9.149427,72,6740.49094
10.163789,71,6740.61533
9.450505,65,6740.753814
19.654449,139,6741.017347
9.366647,102,6741.217562
10.606058,79,6741.351304
8.549883,75,6741.505859
3.352036,61,6741.613465
0.047884,283,6742.189114
12.770751,88,6742.350098
4.739445,62,6742.48281
2.11691,56,6742.57986
